                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     89,                0.58924,                0.44112,                  1.101,                 0.9979,                0.85714,                 0.8648,                0.49853,                 1.7851,                 1.1469,                 2.2201,              0.0002576,              0.0002576,              0.0002576
                     90,                0.58442,                 0.4304,                 1.0675,                0.99521,                0.85714,                0.87727,                0.50212,                 1.7504,                 1.1007,                  2.206,              0.0002378,              0.0002378,              0.0002378
                     91,                0.46403,                0.38578,                 1.0069,                0.99045,                0.85714,                0.88149,                0.50296,                 1.7503,                 1.1518,                 2.2264,               0.000218,               0.000218,               0.000218
                     92,                0.44313,                0.37433,                0.97089,                0.95381,                0.85714,                0.87678,                0.48383,                 1.7487,                 1.2254,                 2.2309,              0.0001982,              0.0001982,              0.0001982
                     93,                0.42232,                 0.3356,                0.95779,                0.96645,                0.85714,                0.87727,                0.48375,                 1.6919,                 1.2649,                  2.195,              0.0001784,              0.0001784,              0.0001784
                     94,                 0.3663,                0.31476,                0.95802,                0.99334,                0.85714,                 0.8789,                0.51415,                 1.6433,                 1.2643,                 2.1332,              0.0001586,              0.0001586,              0.0001586
                     95,                0.42684,                0.31797,                0.95997,                      1,                0.79449,                0.88382,                 0.5627,                 1.5718,                 1.2875,                 2.0304,              0.0001388,              0.0001388,              0.0001388
                     96,                0.41052,                0.31369,                0.96328,                0.98166,                0.71429,                   0.87,                0.57201,                  1.456,                 1.1707,                 1.8901,               0.000119,               0.000119,               0.000119
                     97,                0.48524,                 0.3247,                0.90853,                 0.9767,                0.71429,                0.87583,                0.57606,                 1.4319,                 1.1275,                 1.8741,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.38386,                0.28722,                0.89896,                0.96995,                0.71429,                0.85094,                0.57126,                 1.4274,                 1.0956,                 1.8749,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.37434,                0.28291,                0.92889,                0.97624,                0.71429,                  0.869,                0.55788,                 1.4576,                 1.0887,                  1.888,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.36558,                0.27384,                0.92892,                0.97745,                0.71429,                  0.869,                 0.5492,                 1.5051,                  1.111,                 1.9244,               3.98e-05,               3.98e-05,               3.98e-05
